id,brand,line,name,sku,swatch_image_url,hex_approx,finish,paint_type,is_active,created_at
0f4f3bed-b8cc-4876-a1cc-6d59fa719c50,Vallejo,Mecha Color,Pure White,69.001,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-001_pure-white.png,#FFFFFF,,acrylic,true,2026-06-15T13:49:59+00:00
cbfa7a8d-7a50-4f42-8a0d-b562f1c526d2,Vallejo,Mecha Color,White Grey,69.002,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-002_white-grey.png,#C4CDC1,,acrylic,true,2026-06-15T13:49:59+00:00
48506e49-6997-413c-b76c-7d8005c3b3c6,Vallejo,Mecha Color,Off-White,69.003,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-003_off-white.png,#E3E2D4,,acrylic,true,2026-06-15T13:49:59+00:00
92c1d815-2c59-4114-b648-187e687afc91,Vallejo,Mecha Color,Yellow,69.004,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-004_yellow.png,#F19E33,,acrylic,true,2026-06-15T13:49:59+00:00
35f613a8-a88f-4c88-81bc-a4c2ff806e8e,Vallejo,Mecha Color,Sand Yellow,69.033,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-033_sand-yellow.png,#FABE75,,acrylic,true,2026-06-15T13:49:59+00:00
0bbe5ad1-d98a-41a2-846c-42881186ae1f,Vallejo,Mecha Color,Brown,69.034,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-034_brown.png,#766049,,acrylic,true,2026-06-15T13:49:59+00:00
f9acc17b-3f3d-4fa3-a73e-a8297223b7c7,Vallejo,Mecha Color,Chipping Brown,69.035,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-035_chipping-brown.png,#3B3938,,acrylic,true,2026-06-15T13:49:59+00:00
6e12bc17-69be-4fbf-b839-7329039ea45e,Vallejo,Mecha Color,Light Grey,69.036,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-036_light-grey.png,#83A0A3,,acrylic,true,2026-06-15T13:49:59+00:00
bfe5dc3f-4e07-40fc-ae15-8a2e90468651,Vallejo,Mecha Primer,White,70.640,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-primer/70-640_white.png,#FFFFFF,,primer,true,2026-06-15T13:49:59+00:00
80dc538c-ba51-4dad-b48e-90ba9b4a1a3f,Vallejo,Mecha Primer,Grey,70.641,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-primer/70-641_grey.png,#B6C5C5,,primer,true,2026-06-15T13:49:59+00:00
89b869b8-c68b-4e98-9b00-89f92ce67d6d,Vallejo,Mecha Primer,Black,70.642,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-primer/70-642_black.png,#020407,,primer,true,2026-06-15T13:49:59+00:00
85ed59ef-8816-40ce-b61f-c01876adcf9c,Vallejo,Mecha Primer,Ivory,70.643,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-primer/70-643_ivory.png,#ECEBD1,,primer,true,2026-06-15T13:49:59+00:00
623a2e3c-8375-439a-b560-962ec0b39b64,Vallejo,Mecha Color,Light Flesh,69.005,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-005_light-flesh.png,#FECAA2,,acrylic,true,2026-06-15T13:49:59+00:00
cacfef46-d5e1-4f39-b5f1-cf56c6ad7119,Vallejo,Mecha Color,Pink,69.006,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-006_pink.png,#ED8E79,,acrylic,true,2026-06-15T13:49:59+00:00
34b1d2e1-d44d-402c-a3ff-2e9fe4156768,Vallejo,Mecha Color,Orange,69.007,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-007_orange.png,#FF682F,,acrylic,true,2026-06-15T13:49:59+00:00
a3c5d926-c82d-459d-add6-97754051cdba,Vallejo,Mecha Color,Red,69.008,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-008_red.png,#DA3028,,acrylic,true,2026-06-15T13:49:59+00:00
dbb435b7-3fed-4fa9-9771-aeda9119b4f7,Vallejo,Mecha Color,Grey,69.037,https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/mecha-color/69-037_grey.png,#7898A0,,acrylic,true,2026-06-15T13:49:59+00:00
